68.126832,161.6752
44.914873,75.058858
106.19347,142.42085
162.24187,120.27887
161.20629,119.60703
161.66116,116.45059
160.81865,120.43772
161.49271,118.91925
164.75859,121.33459
163.53175,122.37478
159.58886,118.22116
163.03078,116.18466
157.20546,121.18857
156.16201,118.28134
157.90938,115.49903
160.581,119.65721
158.3429,118.01477
159.44691,120.55184
160.95882,122.2483
160.36963,119.30043
161.84871,117.76451
162.08668,118.59442
159.30307,122.2322
162.7191,118.53772
163.03479,116.38809
164.50065,113.19134
165.76116,117.09145
162.84564,114.7918
161.01057,113.32571
166.88161,117.24191
164.04552,115.53597
159.46112,118.31983
158.86764,115.15255
162.23224,118.70523
161.65815,120.68253
156.85717,120.32974
157.91933,118.53611
157.49145,117.22127
164.87823,121.30444
168.0317,122.02914
166.37529,120.16354
166.78134,120.62412
165.25674,122.7504
165.38326,124.16253
167.12825,124.13089
161.82732,122.48682
159.96237,120.55057
163.16527,122.2504
165.41823,122.48861
160.28651,122.11188
161.39689,119.67311
161.24361,123.22802
126.00783,50.534654
124.31634,49.218356
123.51881,51.14215
126.89549,49.766373
122.62122,52.090849
123.57952,50.551896
128.17743,49.35593
126.27578,47.990019
126.7092,50.008349
125.60827,48.926234
123.26926,47.786289
126.06561,44.527704
126.91246,47.794335
123.56002,50.545589
126.41574,50.558593
124.7219,54.091864
123.56733,49.646545
124.20904,52.167648
126.27591,50.103332
127.59831,50.534224
123.84044,48.290478
127.65386,53.096737
125.60012,53.253728
125.38081,55.524964
128.24635,53.349921
124.03021,53.288179
128.45301,56.217118
127.59142,55.537472
122.88918,52.788589
121.4876,54.09228
125.49718,52.754161
121.78215,49.080246
122.39334,50.81103
121.34347,53.172284
124.7293,51.514492
128.00949,50.594617
126.11203,53.033723
128.64556,50.517869
130.74482,51.928902
128.28866,52.438919
131.12036,50.338411
127.16409,54.254214
123.9481,49.819776
120.78278,51.071843
121.74963,46.927542
124.16681,53.335236
121.26633,49.703394
125.70475,49.822736
123.77485,53.424711
22.721578,97.56535
22.806353,101.23214
19.396051,98.678087
24.403,95.899359
25.097265,98.469112
26.599621,97.583408
22.394508,98.990386
18.86466,97.142583
20.516992,93.524771
18.369024,101.10112
17.199364,99.524787
16.694061,94.186722
17.222099,96.661179
16.628548,98.312193
22.087595,101.23552
19.195065,103.8997
22.592969,104.03453
25.514367,101.75765
23.526714,104.13426
22.745766,97.719963
24.610853,99.556797
24.532421,100.93394
21.307016,98.729857
23.043003,97.268605
26.625977,103.94076
24.66936,97.670911
27.570427,102.19582
26.722129,98.966353
22.158403,97.850218
25.545163,97.154995
22.573424,99.008537
22.806964,99.907524
22.315922,99.928263
18.881151,98.191091
21.179082,94.568263
85.93467,185.04505
83.475073,184.53885
87.436254,181.91311
85.560245,185.97655
88.635638,186.72006
83.796145,184.55037
82.710381,184.20627
83.177531,187.86142
84.998018,186.87218
85.424367,187.11057
82.527975,187.87634
85.223912,186.53186
82.605613,187.6841
85.056478,186.69406
84.322086,184.47209
82.097359,186.67836
83.625092,187.67895
87.54007,184.65466
81.87067,181.45117
80.625865,185.69843
87.90109,184.32947
85.20576,186.29666
85.689514,189.30224
85.533105,186.28363
84.827937,183.20039
83.86017,189.91459
86.356875,183.91054
83.564751,189.86211
88.0907,183.74221
86.955175,183.22017
89.831945,185.93937
89.997025,180.86573
86.233783,187.04243
88.67318,183.30248
85.930273,185.60153
82.266948,186.63666
85.626914,186.69803
81.762501,184.64189
80.223986,186.12008
80.124897,189.3962
78.409872,186.57113
81.605662,183.83074
145.38374,28.923892
147.19006,30.666447
147.61862,31.084393
142.05103,30.007616
144.1986,29.64197
146.99462,27.11272
148.35261,29.36439
147.71748,31.397304
146.73709,33.027149
144.42032,32.663851
149.91691,30.514418
149.59763,32.204248
147.32699,32.511551
146.93479,30.89586
147.39936,29.576559
146.45985,27.490413
147.98063,30.694296
149.94644,29.942541
145.42517,29.964518
148.62545,31.321747
147.8167,30.186715
141.98472,29.768851
143.05023,29.983765
141.17386,27.644984
140.93148,30.586059
144.94208,27.399866
144.47494,32.566729
142.7176,29.12246
